Symbol,Shares,Trade Price,Trade Date,Shares Outstanding,Open Price,Close Price,Avg daily Volume,Side,Broker
TGTX ,68636,14.55798,12/2/2014,40829785.13,14.5,14.64,494421,sell,Alice
THC  ,6421,46.791983,12/2/2014,98213359.2,46.5,46.95,1232443,sell,Alice
THFF ,12,33.52,12/2/2014,12686536.4,33.47,33.47,11010,sell,Alice
THG  ,23717,70.954832,12/2/2014,43866320.06,70.65,71.45,114861,sell,Alice
THI  ,88163,82.718581,12/2/2014,132210695.2,81.62,83.26,1632333,sell,Alice
THKLY,3306,12.254167,12/2/2014,267580167.1,99,99,1037209,sell,Alice
THLD ,53638,2.961083,12/2/2014,60609282.48,2.89,2.98,546287,sell,Alice
THM  ,445,0.3618,12/2/2014,105838217.5,0.3571,0.3838,61013,sell,Alice
THO  ,6149,55.885643,12/2/2014,55252400.16,55.28,56.84,573394,sell,Alice
THOR ,14127,31.699368,12/2/2014,54847008.08,31.415,32.06,538175,sell,Alice
THR  ,1717,24.196852,12/2/2014,31355674.56,24.14,24.35,70006,sell,Alice
THRM ,9647,36.41375,12/2/2014,35639502.17,36.39,37.13,354429,sell,Alice
THRX ,73226,13.522933,12/2/2014,119439516.8,13.41,13.55,815183,sell,Alice
THS  ,21664,81.873077,12/2/2014,41902009.17,81.2525,82.17,662662,sell,Alice
THYCY,1548,31.74,12/2/2014,124933777.5,99,99,685892,sell,Alice
TI   ,3478,11.055314,12/2/2014,1348424075,10.97,11.2,8885220,sell,Alice
TI.A ,545,8.64835,12/2/2014,603302119.5,8.63,8.75,3073970,sell,Alice
TIBX ,76441,24.026911,12/2/2014,163880070.1,24.02,24.03,3368833,sell,Alice
TICC ,200,8.6525,12/2/2014,59643026.61,8.645,8.66,266325,sell,Alice
TIF  ,76357,107.096495,12/2/2014,128998761.9,106.51,107.65,1196724,sell,Alice
TILE ,204519,14.916867,12/2/2014,66102017.63,14.78,15,463471,sell,Alice
TILT ,22426,87.363046,12/2/2014,8569997.431,86.86,87.52,15791,sell,Alice
TIME ,74826,24.469085,12/2/2014,105725904.3,22.41,24.66,1321180,sell,Alice
TIP  ,5296,112.456196,12/2/2014,110664434.5,112.31,112.71,1226022,sell,Alice
TIPT ,686,7.53,12/2/2014,30730956.04,7.51,7.51,3070,sell,Alice
TISI ,55759,38.737777,12/2/2014,20383268.87,38.49,38.95,132765,sell,Alice
TITN ,7112,12.099662,12/2/2014,21717916.69,11.94,12.46,345680,sell,Alice
TIVO ,8187,12.054994,12/2/2014,115523343.9,11.96,12.12,2391460,sell,Alice
TJX  ,145647,65.20654,12/2/2014,693228184.4,64.82,66,2701156,sell,Alice
TK   ,30578,49.361015,12/2/2014,69353111.89,47.21,50.36,1148782,sell,Alice
TKAI ,1600,13.8575,12/2/2014,22208818.36,13.76,13.95,62199,sell,Alice
TKC  ,52934,16.162491,12/2/2014,861187075.2,15.73,16.25,4052450,sell,Alice
TKGBY,38824,4.177333,12/2/2014,4436795693,99,99,103581476,sell,Alice
TKGSY,2463,21.997857,12/2/2014,610836900.2,99,99,1867361,sell,Alice
TKMR ,4575,14.086184,12/2/2014,21821149.28,13.51,14.47,576941,sell,Alice
TKOMY,1106196,33.574639,12/2/2014,760234760.4,99,99,3861990,sell,Alice
TKPPY,61745,16.134971,12/2/2014,457800948.4,99,99,9485460,sell,Alice
TKPYY,37810,21.186233,12/2/2014,1580178478,99,99,4101952,sell,Alice
TKR  ,23642,42.629728,12/2/2014,87607092.98,42.15,42.88,498323,sell,Alice
TLK  ,32404,46.5928,12/2/2014,501113142,46.57,46.69,397704,sell,Alice
TLLP ,1741,54.343649,12/2/2014,77555544.78,54.25,54.715,699597,sell,Alice
TLM  ,4087731,4.578278,12/2/2014,1049885551,4.48,4.801,13535224,sell,Alice
TLMR ,61282,13.785046,12/2/2014,70329237.61,13.59,14.22,195428,sell,Alice
TLO  ,809,69.971875,12/2/2014,1912170.071,69.88,69.88,69055,sell,Alice
TLR  ,2500,0.593158,12/2/2014,10013139.07,0.59,0.6,20522,sell,Alice
TLSNY,519,13.845,12/2/2014,2227709155,99,99,5777189,sell,Alice
TLSYY,30891,24.046367,12/2/2014,2431026892,99,99,4244387,sell,Alice
TLT  ,1100,120.477273,12/2/2014,46087948.27,120.4425,120.48,5756362,sell,Alice
TLTD ,65064,60.916981,12/2/2014,10245501.07,60.81,61.05,34153,sell,Alice
TLTE ,38800,51.210839,12/2/2014,4898987.111,51.09,51.39,26150,sell,Alice
TLYS ,1510,6.973333,12/2/2014,11656396.57,6.96,7.105,36586,sell,Alice
TM   ,11993,126.605522,12/2/2014,1695299974,126.543,127.5,5468072,sell,Alice
TMH  ,9360,56.554672,12/2/2014,70940153.19,56.16,56.72,350964,sell,Alice
TMHC ,202075,18.687098,12/2/2014,34080658.7,18.6,18.91,266913,sell,Alice
TMICY,7074,31.39415,12/2/2014,137494844.2,99,99,998941,sell,Alice
TMK  ,175692,53.053587,12/2/2014,130219502.7,52.76,53.44,1093157,sell,Alice
TMKXY,4000,4.09985,12/2/2014,268862940,99,99,187579,sell,Alice
TMO  ,314294,128.335869,12/2/2014,399064881.3,127.52,128.97,1323919,sell,Alice
TMST ,9405,32.26865,12/2/2014,46527885.47,32.11,33.2017,334991,sell,Alice
TMUS ,432811,28.109698,12/2/2014,820315741.2,27.86,28.44,4542162,sell,Alice
TNA  ,200,74.88,12/2/2014,10930446.79,74.46,75.28,6365565,sell,Alice
TNAV ,4706,6.881848,12/2/2014,39507422.64,6.795,7.02,82080,sell,Alice
TNC  ,970,67.802857,12/2/2014,18093697.71,66.96,67.88,61297,sell,Alice
TNDM ,208227,13.951164,12/2/2014,22528281.69,13.88,14.18,205918,sell,Alice
TNET ,40049,29.229209,12/2/2014,70565812.12,28.8,30.76,476506,sell,Alice
TNGO ,3136,12.968571,12/2/2014,38759520.73,12.96,13.02,165834,sell,Alice
TNK  ,6400,4.423358,12/2/2014,69059103.95,4.29,4.44,423904,sell,Alice
TNP  ,25194,7.063,12/2/2014,85136170.39,7.05,7.061,407154,sell,Alice
TNTEY,118386,6.783062,12/2/2014,546094663.1,99,99,3023028,sell,Alice
TNXP ,300,6.703333,12/2/2014,10915116.72,6.59,6.89,88852,sell,Alice
TOELY,1932,17.729778,12/2/2014,714182316.4,99,99,3989393,sell,Alice
TOL  ,18668,34.729412,12/2/2014,176383097.4,34.46,35.09,1891654,sell,Alice
TONPF,15925,768.6813,12/2/2014,99,99,99,              NULL,sell,Alice
TOO  ,2076,26.209651,12/2/2014,84767505.98,26.14,26.19,278526,sell,Alice
TOSYY,147,27.324,12/2/2014,696093244.6,99,99,4849678,buy,Alice
TOT  ,64034,57.16463,12/2/2014,2316842891,56.25,57.71,18920296,buy,Alice
TOTDY,14076,23.882211,12/2/2014,177772139.8,99,99,804642,buy,Alice
TOUR ,900,12.7298,12/2/2014,99,12.7,12.77,415061,buy,Alice
TOWN ,700,14.65,12/2/2014,34124279.86,14.63,14.63,39890,buy,Alice
TOWR ,617,24.6175,12/2/2014,20575145.44,24.59,24.69,184646,buy,Alice
TPC  ,170119,24.92256,12/2/2014,47983437.81,24.7,24.98,473666,buy,Alice
TPH  ,295724,15.087962,12/2/2014,161254498.2,15,15.15,1408859,buy,Alice
TPL  ,300,140.24,12/2/2014,8190819.207,139.925,141,39773,buy,Alice
TPLM ,61981,4.326849,12/2/2014,86164047.55,3.945,4.505,4041729,buy,Alice
TPRE ,23686,14.732329,12/2/2014,103661803.5,14.7163,14.8,128421,buy,Alice
TPUB ,43846,21.345337,12/2/2014,24366057.27,19.28,21.455,99513,buy,Alice
TPX  ,1156172,55.557518,12/2/2014,62091561.6,54.31,56.96,1582326,buy,Alice
TQNT ,47326,23.702595,12/2/2014,178628896.3,23.58,24.5,2530603,buy,PHB
TR   ,1848,29.081286,12/2/2014,37327524.18,28.81,29.19,52205,buy,PHB
TRAK ,1802,47.44,12/2/2014,53515121.72,47.13,47.88,419727,buy,PHB
TRBAA,710628,69.221943,12/2/2014,87775039.55,99,99,324287,buy,PHB
TREC ,26957,11.720942,12/2/2014,24197429.99,11.52,12.93,104408,buy,PHB
TREE ,200,45.165,12/2/2014,11357346.18,45.165,45.165,176456,buy,PHB
TREX ,8649,41.088928,12/2/2014,31781233.82,41.01,41.33,398842,buy,PHB
TRGP ,210053,102.865213,12/2/2014,41170336.15,98.85,122.3,929546,buy,PHB
TRI  ,45610,39.740601,12/2/2014,803929866.2,39.47,39.835,2121297,buy,PHB
TRIB ,1694,16.862632,12/2/2014,99,16.51,16.98,103743,buy,PHB
TRIP ,464869,75.22292,12/2/2014,122947592.3,72,76.95,5309968,buy,PHB
TRK  ,2358524,21.315752,12/2/2014,40634932.16,20.37,21.68,339203,buy,PHB
TRLA ,1356,48.966667,12/2/2014,37067383.81,47.53,49.28,329221,buy,PHB
TRMB ,1033830,27.676645,12/2/2014,260102175.6,26.9,28.085,1027127,buy,PHB
TRMK ,2973,23.312945,12/2/2014,66853411.21,23.21,23.435,243138,buy,PHB
TRMR ,7400,2.69,12/2/2014,46713479.55,2.69,2.69,175458,buy,PHB
TRN  ,790962,31.188669,12/2/2014,152102638.3,30.68,31.41,3261583,buy,PHB
TRNS ,100,10.13,12/2/2014,6729849.951,9.97,9.97,2630,buy,PHB
TRNX ,12786,26.6745,12/2/2014,48915925.45,26.32,26.98,434927,buy,PHB
TROV ,2587,4.45,12/2/2014,18350777.53,4.45,4.45,31194,buy,PHB
TROW ,28627,83.224999,12/2/2014,257488436.3,82.23,83.37,860096,buy,PHB
TROX ,266,21.833333,12/2/2014,62863562.19,21.71,21.93,626579,buy,PHB
TRP  ,26643,48.216895,12/2/2014,702882193,47.23,48.4,3203968,buy,PHB
TRQ  ,642056,3.276776,12/2/2014,1915885181,3.11,3.63,4850594,buy,PHB
TRR  ,56700,6.5745,12/2/2014,30019570.92,6.51,6.51,24493,buy,PHB
TRS  ,8420,31.78144,12/2/2014,44257822.14,31.08,32.12,155052,buy,PHB
TRUE ,973165,20.190692,12/2/2014,72475962.5,18.93,20.63,2356555,buy,PHB
TRV  ,181059,104.277857,12/2/2014,331916455.9,103.56,104.51,2103418,buy,PHB
TRVN ,500,4.383333,12/2/2014,28409407.74,4.38,4.39,100077,buy,PHB
TRW  ,6867,103.242898,12/2/2014,110579551.5,103.12,103.42,331151,buy,PHB
TRX  ,1400,0.959427,12/2/2014,113254062.9,0.89,1.01,1091275,buy,PHB
TRXC ,153757,1.936045,12/2/2014,68686235.13,1.92,4.14,227038,buy,PHB
TRYIY,2644,78.678321,12/2/2014,163533170.6,99,99,847722,buy,PHB
TS   ,136943,32.432244,12/2/2014,589690623.5,31.95,32.62,5995039,buy,PHB
TSC  ,58,10.2,12/2/2014,28600400,10.18,10.18,43516,buy,PHB
TSCDY,250313,8.759895,12/2/2014,2679615161,99,99,13775992,buy,PHB
TSCO ,124431,76.584545,12/2/2014,135636972.8,75.9,77.11,584923,buy,PHB
TSE  ,43506,15.4466,12/2/2014,48662848.87,15.1,16.01,84120,buy,PHB
TSEM ,110251,13.001385,12/2/2014,49547552.57,12.64,13.19,1283780,buy,PHB
TSGTY,20,70.5,12/2/2014,64817493.29,99,99,153567,buy,PHB
TSL  ,1100,9.590455,12/2/2014,99,9.55,9.75,2799523,buy,PHB
TSLA ,17565,231.416512,12/2/2014,125547414.5,226.03,234.5,5871559,buy,PHB
TSM  ,1279131,22.515216,12/2/2014,5191431028,22.455,23.38,19035167,buy,PHB
TSN  ,544477,41.057995,12/2/2014,312525015.9,40.425,41.8999,7635695,buy,PHB
TSNU ,3310,51.25,12/2/2014,30503414.63,52.24,52.24,88478,buy,PHB
TSO  ,134461,76.669884,12/2/2014,124107800.6,74.79,78.52,3205338,buy,PHB
TSQ  ,28700,12.411658,12/2/2014,8864719.734,12.39,12.6,65198,buy,PHB
TSRA ,39010,34.657843,12/2/2014,52448378.17,34.33,34.81,1053103,buy,PHB
TSRE ,184,7.67,12/2/2014,36219538.46,7.68,7.68,16619,buy,PHB
TSRO ,16803,33.668323,12/2/2014,35983570.37,33.315,34.35,200074,buy,PHB
TSRYY,39999,3.904064,12/2/2014,657270684.3,99,99,1565832,buy,PHB
TSS  ,22350,33.09378,12/2/2014,185208010.6,32.94,33.6,1539458,buy,PHB
TSU  ,139069,22.311826,12/2/2014,487299390.3,22.23,23.09,1268671,buy,PHB
TSUKF,2450,4084.2857,12/2/2014,99,99,99,              NULL,buy,PHB
TSYS ,1700,3.095,12/2/2014,54489003.03,3.07,3.12,250125,buy,PHB
TTC  ,16864,65.73767,12/2/2014,55595024.51,65.5,66.03,117254,buy,PHB
TTDKY,39,63.6394,12/2/2014,123930780.7,99,99,1731842,buy,PHB
TTEC ,3121,23.331962,12/2/2014,48724345.51,23.25,23.4,46762,buy,PHB
TTEK ,1727,26.5508,12/2/2014,62937487.86,26.29,26.87,566894,buy,PHB
TTGT ,600,10.138333,12/2/2014,33011486.66,10.12,10.18,68557,buy,PHB
TTHI ,1500,6.393333,12/2/2014,34628195.14,6.3,6.45,28351,buy,PHB
TTI  ,288794,5.571325,12/2/2014,81159888.43,5.52,5.7,1144951,buy,PHB
TTM  ,4410,45.792937,12/2/2014,508820660.5,45.33,45.955,1466226,buy,PHB
TTMI ,39751,6.670159,12/2/2014,86547649.52,6.61,6.83,329138,buy,PHB
TTNDY,2148,15.4675,12/2/2014,371695062.4,99,99,761234,buy,PHB
TTOO ,3500,18.487059,12/2/2014,18440953.76,18.29,18.51,63438,buy,PHB
TTPH ,4728,26.798333,12/2/2014,28756446.16,25.21,27.32,530765,buy,PHB
TTS  ,141261,9.820085,12/2/2014,49994663.24,9.14,9.98,370350,buy,PHB
TTWO ,20469,26.996643,12/2/2014,84620798.91,26.786,27.48,1312345,buy,PHB
TU   ,31269,36.961871,12/2/2014,632191993.4,36.56,38.0745,4945941,buy,PHB
TUBE ,8648,15.705955,12/2/2014,29876613.91,15.73,15.81,166338,buy,PHB
TUES ,10148,20.289333,12/2/2014,44306121.46,20.19,20.5,480522,buy,PHB
TUMI ,132989,21.296192,12/2/2014,67626990.41,21.2,21.46,333590,buy,PHB
TUP  ,202353,66.662697,12/2/2014,50293432.24,65.95,66.81,725473,buy,PHB
TUR  ,9526,56.837467,12/2/2014,8585171.722,56.68,56.9,714885,buy,PHB
TUWOY,563784,3.270461,12/2/2014,1753468670,99,99,21942769,buy,PHB
TV   ,87565,36.315314,12/2/2014,519071132.7,36.01,36.66,1865006,buy,PHB
TVIX ,900,2.325,12/2/2014,140342002.4,2.27,2.38,22582870,buy,PHB
TVPT ,400,17.0975,12/2/2014,121925899.9,17.08,17.11,503908,buy,PHB
TW   ,44360,112.747714,12/2/2014,69677773.55,112.25,112.97,330128,buy,PHB
TWC  ,219746,149.044115,12/2/2014,278971484.5,148.085,149.43,4353580,buy,PHB
TWER ,4300,1.613649,12/2/2014,67740153.51,1.61,1.63,97165,buy,PHB
TWI  ,719,9.598125,12/2/2014,53006497.85,9.52,10.11,636179,buy,PHB
TWIN ,7281,21.311727,12/2/2014,11165610.72,20.775,21.67,68995,buy,PHB
TWO  ,229435,10.412836,12/2/2014,365675686.8,10.35,10.44,1869488,buy,PHB
TWOU ,487684,18.23024,12/2/2014,39388849.89,17.8,18.415,336005,buy,PHB
TWTR ,84249,38.821535,12/2/2014,638360364.8,38.3501,40.2025,16412220,buy,PHB
TWX  ,123327,84.459287,12/2/2014,833498159.9,80.1625,84.8799,3010530,buy,PHB
TX   ,9894,19.9347,12/2/2014,99,19.85,20.1,629352,buy,PHB
TXMD ,8800,3.836042,12/2/2014,154572534.2,3.79,3.89,574142,buy,PHB
TXN  ,288090,54.320081,12/2/2014,1054984606,53.685,54.86,4051117,buy,PHB
TXRH ,26689,32.796614,12/2/2014,69274134.22,32.55,32.97,421073,buy,PHB
TXT  ,568106,42.386267,12/2/2014,277013940.8,41.96,42.72,3351655,buy,PHB
TXTR ,5016,24.97807,12/2/2014,24105356.03,24.34,25.02,251954,buy,PHB
TY   ,782,21.574275,12/2/2014,61897720.39,21.57,21.58,37624,buy,PHB
TYC  ,1185959,43.048012,12/2/2014,416660096.8,42.7,43.37,2713653,buy,PHB
TYG.P,19584,10.3337,12/2/2014,4978855.492,10.25,10.43,3514,buy,PHB
TYL  ,17004,110.704828,12/2/2014,32069589.4,108.3,111.75,325187,buy,PHB
TYOBY,704,13.99,12/2/2014,89851160.33,99,99,441076,buy,PHB
TYPE ,3112,27.522429,12/2/2014,39161147.73,27.435,27.67,111818,buy,PHB
TZA  ,3800,13.522,12/2/2014,62541057.96,13.48,13.59,14310420,buy,PHB
TZOO ,2336,12.637589,12/2/2014,14710162.35,12.82,12.84,54950,buy,PHB
UA   ,71331,69.492536,12/2/2014,176762654.5,69.17,71.22,1732895,buy,PHB
UAL  ,140916,59.236022,12/2/2014,371177311.4,58.35,60.71,5576983,buy,PHB
UAM  ,12246,8.737533,12/2/2014,80075944,8.69,8.77,89700,buy,PHB
UAMY ,4100,1,12/2/2014,62098393,1,1,21316,buy,PHB
UAN  ,2000,10.324091,12/2/2014,71176506.95,10.31,10.34,267878,buy,PHB
UBA  ,2630,22.394086,12/2/2014,25920767.67,22.28,22.42,96378,buy,PHB
UBNK ,4882,13.889804,12/2/2014,50449288.59,13.73,13.985,117575,buy,PHB
UBNT ,384964,28.762156,12/2/2014,86657852.68,28.16,29.01,1009814,buy,PHB
UBS  ,21524,17.955017,12/2/2014,99,17.9,18.01,567380,buy,PHB
UBSH ,10174,23.8721,12/2/2014,43374571.99,23.77,23.77,267495,buy,PHB
UBSI ,15612,34.549844,12/2/2014,69015523.67,34.1,34.78,146061,buy,PHB
UCBI ,20971,17.554679,12/2/2014,49473623.04,17.32,17.69,213378,buy,PHB
UCFC ,100,5.18,12/2/2014,48633828.19,5.19,5.19,134917,buy,PHB
UCP  ,777,11.38696,12/2/2014,7750199.495,11.3,11.4148,72919,buy,PHB
UCTT ,11533,8.4718,12/2/2014,29352423.33,8.47,8.47,114810,buy,PHB
UDR  ,57555,30.801779,12/2/2014,254462445,30.525,30.98,1466752,buy,PHB
UEC  ,18500,1.715521,12/2/2014,90006914.36,1.7,1.76,645332,buy,PHB
UEIC ,1524,59.8466,12/2/2014,15441601.87,58.79,60.29,78007,buy,PHB
UEPS ,27403,12.181092,12/2/2014,46624951.59,12.09,12.28,205990,buy,PHB
UFCS ,200,28.16,12/2/2014,24807551.54,28.01,28.31,53096,buy,PHB
UFI  ,900,28.305,12/2/2014,18028134.48,28.18,28.66,40369,buy,PHB
UFPI ,1715,48.201111,12/2/2014,19808834.01,48.07,48.45,70781,buy,PHB
UFS  ,39331,40.859671,12/2/2014,63777467.16,40.52,41.26,637714,buy,PHB
UGI  ,224808,37.411618,12/2/2014,171912418.2,37.28,37.65,1006643,buy,PHB
UGP  ,83290,20.041761,12/2/2014,99,19.89,20.54,693967,buy,PHB
UHAL ,12799,281.159913,12/2/2014,19397051.46,277,281.11,23185,buy,PHB
UHS  ,27810,104.160589,12/2/2014,91434537.05,103.53,104.57,450156,buy,PHB
UHT  ,1327,48.866744,12/2/2014,12741496.12,48.01,48.94,41374,buy,PHB
UIHC ,2000,19.03,12/2/2014,20443852.78,18.9,19.1,140421,buy,PHB
UIL  ,1069,40.09442,12/2/2014,56033086.73,39.91,40.34,379569,buy,PHB
UIS  ,11759,26.445278,12/2/2014,49449876.66,26.146,26.59,205892,buy,PHB
UL   ,57325,42.233966,12/2/2014,1284766258,42.06,42.279,4293245,buy,PHB
ULTA ,72534,122.705006,12/2/2014,65319470.79,121.85,125.35,873007,buy,PHB
ULTI ,2171,148.714277,12/2/2014,27853693.92,147.18,149.62,256423,buy,PHB
ULTR ,54,2.38,12/2/2014,136589911.8,2.41,2.41,44879,buy,PHB
UMBF ,10013,53.886513,12/2/2014,44998509.44,53.44,54.37,168514,buy,PHB
UMC  ,100,2.155,12/2/2014,2591382279,2.15,2.15,8502432,buy,PHB
UMH  ,7844,9.519909,12/2/2014,24014395.93,9.47,9.67,82770,buy,PHB
UMPQ ,10011,16.844362,12/2/2014,214502498.7,16.631,16.97,1757661,buy,PHB
UN   ,75090,40.768943,12/2/2014,1714999695,40.58,40.98,10442749,buy,PHB
UNFI ,103891,75.646754,12/2/2014,49434438.52,75.23,75.96,499729,buy,PHB
UNG  ,900,19.76,12/2/2014,33305483.81,19.75,19.75,15063270,buy,PHB
UNH  ,338553,99.591471,12/2/2014,954657677.3,98.44,100.255,5293215,buy,PHB
UNICY,42408,4.646911,12/2/2014,3119119279,99,99,7573267,buy,PHB
UNIS ,218936,2.9724,12/2/2014,109047585,2.78,2.979,807200,buy,PHB
UNM  ,84555,33.148488,12/2/2014,250356885.3,32.8,33.33,1476901,buy,PHB
UNP  ,227876,117.18424,12/2/2014,870003727.9,114.02,119.3,6401935,buy,PHB
UNRDY,3084,26.438419,12/2/2014,976635399.3,99,99,4049717,buy,PHB
UNT  ,14712,36.87797,12/2/2014,50935080.58,36.7901,37.53,915440,buy,PHB
UNTD ,500,13.44,12/2/2014,14184042.82,13.4,13.45,89941,buy,PHB
UNXL ,1400,6.133143,12/2/2014,12304498.85,6.08,6.15,75245,buy,PHB
UOVEY,20045,36.443112,12/2/2014,809512850.8,99,99,850355,buy,PHB
UPIP ,32501,1.349492,12/2/2014,111062823.1,1.34,1.35,280973,buy,PHB
UPL  ,44085,18.96214,12/2/2014,157805755.6,18.53,19.36,3222621,buy,PHB
UPLD ,100,11.75,12/2/2014,14567816.17,11.84,11.84,123674,buy,PHB
UPMKY,1044,16.57,12/2/2014,540901695.6,99,99,3695889,buy,PHB
UPRO ,200,133.805,12/2/2014,7106640.349,133.77,133.79,1209970,buy,PHB
UPS  ,319427,110.677306,12/2/2014,696723970.9,110.05,111.13,3333714,buy,PHB
UQM  ,8900,0.907443,12/2/2014,41055788.92,0.8901,0.93,169433,buy,PHB
URBN ,34292,31.228166,12/2/2014,134520194.4,30.86,31.58,2121797,buy,PHB
URG  ,2000,0.864257,12/2/2014,124201823.3,0.8513,0.8833,536449,buy,PHB
URI  ,84590,108.302086,12/2/2014,98038608.98,105.27,109.99,1997358,buy,PHB
URRE ,100,1.93,12/2/2014,26265388.6,1.95,1.95,211617,buy,PHB
URZ  ,100,1.21,12/2/2014,97480040.5,1.21,1.21,322884,buy,PHB
USA  ,704,5.9713,12/2/2014,174309513.8,5.97,5.97,208160,buy,PHB
USAP ,12123,23.860395,12/2/2014,7285706.058,23.55,24,18434,buy,PHB
USB  ,896001,43.949993,12/2/2014,1776003761,43.549,44.065,5431634,buy,PHB
USB.P,19,29.52,12/2/2014,44014905.15,29.52,29.52,58500,buy,PHB
USB.P,4,27.46,12/2/2014,43542243.26,27.46,27.46,30953,buy,PHB
USEG ,2259,1.4947,12/2/2014,28191650.5,1.52,1.52,108179,buy,PHB
USG  ,1738,28.506842,12/2/2014,143937102.4,28.32,28.58,819187,buy,PHB
USLM ,200,68.845,12/2/2014,5447223.255,68.72,69.2,33329,buy,PHB
USM  ,13681,37.946266,12/2/2014,51637086.1,36.09,38.37,103339,buy,PHB
USMV ,1570,40.6799,12/2/2014,83590839.7,40.67,40.6799,839127,buy,PHB
USNA ,284448,104.555422,12/2/2014,12392818.52,104,108.69,330006,buy,PHB
USO  ,41300,25.748548,12/2/2014,34946639.45,25.38,26.015,20424290,buy,PHB
USPH ,33871,39.424976,12/2/2014,12149241.91,39.225,39.78,75504,buy,PHB
USTR ,25,41.27,12/2/2014,38296753.09,41.16,41.16,74896,buy,PHB
UTEK ,12333,19.412845,12/2/2014,27787203.38,19.1,19.55,286682,buy,PHB
UTF  ,465,23.485,12/2/2014,85669768.52,23.49,23.52,93779,buy,PHB
UTHR ,88755,133.255574,12/2/2014,46948472.35,131.91,133.989,442440,buy,PHB
UTIW ,14882,11.635545,12/2/2014,103682395.2,11.48,11.7,706306,buy,PHB
UTL  ,1005,35.43632,12/2/2014,13768155.59,35.14,35.54,28626,buy,PHB
UTMD ,100,54.5,12/2/2014,3779035.596,54.5,54.5,7635,buy,PHB
UTX  ,243513,109.946207,12/2/2014,909568756.6,109.53,110.6955,2753639,buy,PHB
UUGRY,2151,28.19069,12/2/2014,345305209.1,99,99,2144778,buy,PHB
UUU  ,800,5.72,12/2/2014,2426223.776,5.72,5.72,18445,buy,PHB
UUUU ,300,6.6975,12/2/2014,19810913.17,6.61,6.72,43109,buy,PHB
UVE  ,10680,18.683417,12/2/2014,33578116.17,18.53,18.86,224606,buy,PHB
UVV  ,23314,39.889362,12/2/2014,23084954.3,39.87,40.151,259428,buy,PHB
UVXY ,364000,20.2862,12/2/2014,24106749.2,19.53,20.76,11230850,buy,PHB
V    ,212205,259.516815,12/2/2014,490607249.2,258.38,260.16,2133804,buy,PHB
VA   ,1900,36.494091,12/2/2014,44851033.21,36.36,36.505,1648813,buy,PHB
VAC  ,19073,74.425896,12/2/2014,32022828.75,73.03,74.965,163430,buy,PHB
VAL  ,68115,82.720829,12/2/2014,81858190.33,81.67,83.02,735741,buy,PHB
VALE ,47490,8.530895,12/2/2014,3259336588,8.32,8.78,43945562,buy,PHB
VALE.,51375,7.439609,12/2/2014,2034021099,7.23,7.55,26972336,buy,PHB
VAR  ,29655,88.045405,12/2/2014,100237117.4,87.54,88.75,849589,buy,PHB
VASC ,23600,26.539588,12/2/2014,16859758.63,26.18,26.47,147958,buy,PHB
VC   ,764,96.631436,12/2/2014,44130224.07,96.16,97.33,610934,buy,PHB
VCEL ,100,2.84,12/2/2014,23032218.31,2.84,2.84,82725,buy,PHB
VCISY,9146,13.512442,12/2/2014,2374256465,99,99,18408772,buy,PHB
VCIT ,426,86.18,12/2/2014,50595760.97,86.18,86.18,436379,buy,PHB
VCRA ,16313,9.879884,12/2/2014,25081315.16,9.596,9.99,103037,buy,PHB
VCSH ,257,80.02,12/2/2014,112816096.7,80.02,80.02,551818,buy,PHB
VCYT ,141101,6.365537,12/2/2014,22530266.57,6.275,6.605,225690,buy,PHB
VDC  ,6029,127.855,12/2/2014,18958796.48,127.85,127.86,128907,buy,PHB
VDMCY,1478,12.08,12/2/2014,1512816936,99,99,4259500,buy,PHB
VDSI ,15152,29.875512,12/2/2014,38320196.94,28.86,30,1098282,buy,PHB
VE   ,1836,17.906405,12/2/2014,571201412.2,17.8605,17.97,2805247,buy,PHB
VEA  ,3495,39.654942,12/2/2014,600557539.2,39.6108,39.66,4755261,buy,PHB
VEC  ,14359,28.370547,12/2/2014,10084508.12,26.17,28.71,105377,buy,PHB
VECO ,9242,36.820812,12/2/2014,40097394.48,36.4,36.99,322137,buy,PHB
VEEV ,78366,31.212694,12/2/2014,51883462.57,30.44,31.5,1003200,buy,PHB
VET  ,5722,44.948208,12/2/2014,107643440.5,44.22,45.49,1309201,buy,PHB
VEU  ,224892,49.020173,12/2/2014,259440067.2,48.96,49.05,1961560,buy,PHB
VFC  ,207993,74.060019,12/2/2014,429774444.5,73.66,74.38,1791689,buy,PHB
VFH  ,4076,49.178095,12/2/2014,47575375.65,49.17,49.2,126521,buy,PHB
VG   ,1562,3.338571,12/2/2014,208651611,3.33,3.35,980377,buy,PHB
VGGL ,10200,4.470882,12/2/2014,13309736.02,4.19,4.85,15864290,buy,PHB
VGI  ,1,16.75,12/2/2014,11234841.73,16.72,16.72,30767,buy,PHB
VGK  ,1317,55.226316,12/2/2014,219606337.3,55.105,55.285,3367307,buy,PHB
VGLT ,1,74.75,12/2/2014,1968973.913,74.75,74.75,40141,buy,PHB
VGM  ,10400,13.2103,12/2/2014,54264816.09,13.23,13.23,105301,buy,PHB
VGR  ,104372,22.03916,12/2/2014,107339894.6,21.79,22.15,848732,buy,PHB
VGT  ,7614,106.115882,12/2/2014,62637226.52,106.03,106.24,362962,buy,PHB
